"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","TimePoint","Regulation"
"Hnrnpa2b1",1.73388426720701e-05,0.282019037439369,0.954,0.919,0.300568837720335,"Hnrnpa2b1","MFOL","P23","Up"
"Masp1",2.09713173311766e-05,-0.715705213788044,0.193,0.343,0.363537785935946,"Masp1","MFOL","P23","Down"
"Shisa4",2.20485891113959e-05,-0.360497707104812,0.703,0.812,0.382212292246048,"Shisa4","MFOL","P23","Down"
"Tmem123",2.55029360634228e-05,-0.868509492423395,0.206,0.352,0.442093396659434,"Tmem123","MFOL","P23","Down"
"Rnpep",2.80860921140849e-05,-0.844173613546844,0.209,0.343,0.486872406797662,"Rnpep","MFOL","P23","Down"
"Map1a",2.99993604042372e-05,-0.361934557026011,0.644,0.778,0.520038912607452,"Map1a","MFOL","P23","Down"
"Def8",3.01137581742354e-05,-1.09328051180935,0.141,0.269,0.522021997950371,"Def8","MFOL","P23","Down"
"Wdr20",3.57860284254099e-05,-0.437445540335717,0.533,0.678,0.62035080275448,"Wdr20","MFOL","P23","Down"
"Insig1",4.02580282195477e-05,-0.558332557122804,0.503,0.644,0.69787291918586,"Insig1","MFOL","P23","Down"
"Folh1",4.09996476805225e-05,-0.653121561673482,0.242,0.398,0.710728892541858,"Folh1","MFOL","P23","Down"
"Snx29",4.43849579169658e-05,0.358329274210782,0.771,0.725,0.769413245490602,"Snx29","MFOL","P23","Up"
"Arhgef1",4.86818431641035e-05,0.434304806376586,0.765,0.692,0.843899751249735,"Arhgef1","MFOL","P23","Up"
"Kndc1",5.13721599187113e-05,-0.22141797550628,1,0.995,0.89053639219086,"Kndc1","MFOL","P23","Down"
"Mta3",5.27641186272947e-05,-0.457193495881952,0.654,0.741,0.914665996404153,"Mta3","MFOL","P23","Down"
"Itpk1",6.13115714671614e-05,-0.379206327059371,0.791,0.833,1,"Itpk1","MFOL","P23","Down"
"Sytl2",7.00188113348593e-05,0.306552930923781,0.954,0.956,1,"Sytl2","MFOL","P23","Up"
"Bhlhe41",7.34555647759031e-05,0.95010306201493,0.275,0.157,1,"Bhlhe41","MFOL","P23","Up"
"Cyp51",7.36829195255258e-05,-0.4626599596608,0.66,0.775,1,"Cyp51","MFOL","P23","Down"
"Shc1",7.6813678403016e-05,-0.818325810987608,0.248,0.384,1,"Shc1","MFOL","P23","Down"
"Hcn2",7.9718478610902e-05,0.711054021463923,0.448,0.31,1,"Hcn2","MFOL","P23","Up"
"Ldlrad4",8.20688904726544e-05,-0.737225689011456,0.268,0.403,1,"Ldlrad4","MFOL","P23","Down"
"Ptprd",8.28201285805605e-05,-0.170665684947426,0.993,0.998,1,"Ptprd","MFOL","P23","Down"
"Heatr3",9.45395491881251e-05,0.449192710053961,0.686,0.602,1,"Heatr3","MFOL","P23","Up"
"Czib",9.5279448922288e-05,0.557793518108395,0.526,0.384,1,"Czib","MFOL","P23","Up"
"Zfp511",0.0001016037427276,0.856027455776841,0.265,0.153,1,"Zfp511","MFOL","P23","Up"
"Clmn",0.000103709714118695,0.391536672338797,0.817,0.766,1,"Clmn","MFOL","P23","Up"
"Cyp2j12",0.000104312603410472,-0.590388176247295,0.294,0.442,1,"Cyp2j12","MFOL","P23","Down"
"Nalcn",0.000106585203008355,-1.00602990708921,0.154,0.273,1,"Nalcn","MFOL","P23","Down"
"Cd63",0.000109451918639361,0.689122174841847,0.405,0.292,1,"Cd63","MFOL","P23","Up"
"Nacad",0.000111840639281326,-0.397679245887351,0.716,0.799,1,"Nacad","MFOL","P23","Down"
"Bcar1",0.000112617247332145,-0.346945364594315,0.637,0.762,1,"Bcar1","MFOL","P23","Down"
"Fth1",0.000123619821254112,-0.413082253452479,0.722,0.794,1,"Fth1","MFOL","P23","Down"
"Tjap1",0.00012384405326348,-0.318603430321748,0.873,0.903,1,"Tjap1","MFOL","P23","Down"
"Nectin1",0.000140184363828438,0.555486009670013,0.467,0.356,1,"Nectin1","MFOL","P23","Up"
"Prrt1",0.000147457953635278,0.395442831292142,0.742,0.648,1,"Prrt1","MFOL","P23","Up"
"Sort1",0.000151102347163412,0.441311671013274,0.709,0.613,1,"Sort1","MFOL","P23","Up"
"Faah",0.000153897799957937,-0.474376548644275,0.461,0.595,1,"Faah","MFOL","P23","Down"
"Erbb3",0.000154823737238792,0.401438952326234,0.748,0.681,1,"Erbb3","MFOL","P23","Up"
"Dnajb2",0.000157466696766292,0.445513563610296,0.788,0.722,1,"Dnajb2","MFOL","P23","Up"
"Lgals4",0.000164948422689305,-0.619549440994784,0.324,0.454,1,"Lgals4","MFOL","P23","Down"
"Lpar6",0.000171354047707296,-0.611358844221495,0.248,0.387,1,"Lpar6","MFOL","P23","Down"
"Dscaml1",0.000174758767240345,-0.600459024974209,0.5,0.616,1,"Dscaml1","MFOL","P23","Down"
"Daam1",0.000182872930834883,0.199205383895928,0.993,0.998,1,"Daam1","MFOL","P23","Up"
"Sccpdh",0.000185369352202415,-0.331278120250175,0.611,0.769,1,"Sccpdh","MFOL","P23","Down"
"Hmox2",0.000225602017921772,-0.691619708686383,0.356,0.488,1,"Hmox2","MFOL","P23","Down"
"Cldnd1",0.000239602411994453,-0.490502092806113,0.461,0.572,1,"Cldnd1","MFOL","P23","Down"
"Dock1",0.00026059385306916,0.554650622299014,0.575,0.491,1,"Dock1","MFOL","P23","Up"
"Plekhh1",0.000263458727171316,0.233979521203763,0.935,0.954,1,"Plekhh1","MFOL","P23","Up"
"Ddx41",0.000263814035571393,-0.697276424004819,0.186,0.31,1,"Ddx41","MFOL","P23","Down"
"Cdk5",0.00027480007828192,0.303628371287803,0.889,0.863,1,"Cdk5","MFOL","P23","Up"
"Tmem63a",0.000283405199079105,-0.273381454316491,0.886,0.928,1,"Tmem63a","MFOL","P23","Down"
"Pick1",0.000285081041393179,-0.416192874388306,0.51,0.644,1,"Pick1","MFOL","P23","Down"
"Fdft1",0.00030097967020041,-0.587005127734749,0.346,0.493,1,"Fdft1","MFOL","P23","Down"
"Serinc5",0.000305810080717405,0.362243558887968,0.775,0.713,1,"Serinc5","MFOL","P23","Up"
"Man1a",0.000335160227663421,-0.35777204267485,0.81,0.898,1,"Man1a","MFOL","P23","Down"
"Dipk2a",0.000340953562550869,-0.695240469326507,0.196,0.317,1,"Dipk2a","MFOL","P23","Down"
"Fbxo27",0.00035194084703038,-0.685788373164169,0.183,0.303,1,"Fbxo27","MFOL","P23","Down"
"Fbxl5",0.000361768560507449,-0.287329713103111,0.853,0.924,1,"Fbxl5","MFOL","P23","Down"
"Pabpn1",0.000369320743407685,0.234500012100322,0.98,0.979,1,"Pabpn1","MFOL","P23","Up"
"Crk",0.000386139638494293,-0.644397335102075,0.18,0.299,1,"Crk","MFOL","P23","Down"
"Eml2",0.000393850214252334,0.509485251813323,0.569,0.458,1,"Eml2","MFOL","P23","Up"
"Cd81",0.000403220176209545,0.214799812891293,0.984,0.97,1,"Cd81","MFOL","P23","Up"
"Ralgps1",0.000404322667785711,-0.298896584881027,0.742,0.808,1,"Ralgps1","MFOL","P23","Down"
"Tsc22d3",0.000407717075678937,-0.60049464535501,0.35,0.475,1,"Tsc22d3","MFOL","P23","Down"
"Eea1",0.000431951985114578,-0.672419425971068,0.176,0.289,1,"Eea1","MFOL","P23","Down"
"Cdk11b",0.00043556752000812,-0.461226747485371,0.386,0.525,1,"Cdk11b","MFOL","P23","Down"
"Omg",0.000459408458253767,-0.40141482874602,0.552,0.676,1,"Omg","MFOL","P23","Down"
"Ap5m1",0.00047267202360228,-0.648642601965914,0.271,0.391,1,"Ap5m1","MFOL","P23","Down"
"Ero1a",0.000481006598084451,0.569678169324162,0.369,0.259,1,"Ero1a","MFOL","P23","Up"
"Tex52",0.000481466396118014,-0.596812984228144,0.402,0.523,1,"Tex52","MFOL","P23","Down"
"Pls1",0.000487495454740124,0.875388121584124,0.317,0.215,1,"Pls1","MFOL","P23","Up"
"Atg2b",0.000499133183895657,0.500260284426364,0.526,0.433,1,"Atg2b","MFOL","P23","Up"
"Psap",0.000499845744516041,0.401916603188917,0.729,0.65,1,"Psap","MFOL","P23","Up"
"Acaa1a",0.000508936473064468,0.7185629352473,0.281,0.178,1,"Acaa1a","MFOL","P23","Up"
"Slc24a2",0.000534470824404772,-0.184225485404587,0.958,0.965,1,"Slc24a2","MFOL","P23","Down"
"Dusp15",0.000536575071171781,0.258442476998598,0.863,0.819,1,"Dusp15","MFOL","P23","Up"
"Tle5",0.00058726977742617,-0.577050153115019,0.212,0.336,1,"Tle5","MFOL","P23","Down"
"Pex5l",0.000587866106357633,0.619515999013998,0.52,0.41,1,"Pex5l","MFOL","P23","Up"
"Map4",0.000614889547768474,0.377366151091287,0.791,0.738,1,"Map4","MFOL","P23","Up"
"Kif13b",0.000667760996885435,0.378331326264912,0.739,0.65,1,"Kif13b","MFOL","P23","Up"
"Septin8",0.000675086968758633,0.546100990617321,0.621,0.537,1,"Septin8","MFOL","P23","Up"
"Hmgcr",0.000691935760910667,-0.484900792476752,0.369,0.486,1,"Hmgcr","MFOL","P23","Down"
"Ank2",0.00069206025850259,-0.214801225361919,0.935,0.961,1,"Ank2","MFOL","P23","Down"
"Ddx5",0.000718177115029451,0.221274516170184,0.899,0.91,1,"Ddx5","MFOL","P23","Up"
"Actn4",0.000730418943915764,-0.31982371590514,0.758,0.822,1,"Actn4","MFOL","P23","Down"
"Ikzf2",0.000732125163070007,-0.817797800589449,0.176,0.278,1,"Ikzf2","MFOL","P23","Down"
"Slc35a2",0.000737439224847072,-0.756421907666676,0.216,0.329,1,"Slc35a2","MFOL","P23","Down"
"Pea15a",0.000786196477982876,-0.524181080438507,0.337,0.47,1,"Pea15a","MFOL","P23","Down"
"Gltp",0.000790100519566442,-0.701246356046719,0.333,0.442,1,"Gltp","MFOL","P23","Down"
"Mical3",0.000801368857258647,0.310194312662914,0.915,0.843,1,"Mical3","MFOL","P23","Up"
"Vamp2",0.000804414116879932,-0.461382053320206,0.484,0.583,1,"Vamp2","MFOL","P23","Down"
"Tmem33",0.000835082172010648,0.521194921925767,0.529,0.435,1,"Tmem33","MFOL","P23","Up"
"Pcmt1",0.000847468065467432,-0.815629217686111,0.18,0.287,1,"Pcmt1","MFOL","P23","Down"
"Mgat5",0.000916956976560247,0.458126727603808,0.549,0.447,1,"Mgat5","MFOL","P23","Up"
"Tmem41b",0.000941790161119529,-0.652239481227492,0.301,0.407,1,"Tmem41b","MFOL","P23","Down"
"Akap6",0.000962439415862236,0.615245862025686,0.343,0.238,1,"Akap6","MFOL","P23","Up"
"Clk3",0.000964702296673253,0.390150824144403,0.598,0.507,1,"Clk3","MFOL","P23","Up"
"Arih2",0.000966027971425672,-0.494404650196709,0.418,0.53,1,"Arih2","MFOL","P23","Down"
"Tmod2",0.00097279001151841,-0.231785399749333,0.853,0.912,1,"Tmod2","MFOL","P23","Down"
"Taldo1",0.00101764635676862,-0.360636095934436,0.477,0.613,1,"Taldo1","MFOL","P23","Down"
"Clasrp",0.00107075122849001,0.221848994928768,0.938,0.94,1,"Clasrp","MFOL","P23","Up"
"Ppp1r14a",0.00107430360344348,-0.256902423330745,0.846,0.91,1,"Ppp1r14a","MFOL","P23","Down"
"Rrs1",0.0011133857712128,0.204991251033181,0.99,0.986,1,"Rrs1","MFOL","P23","Up"
"Ogt",0.00116177185849086,0.215120929602854,0.948,0.919,1,"Ogt","MFOL","P23","Up"
"Nsmf",0.00118117888559393,-0.325352274085033,0.84,0.917,1,"Nsmf","MFOL","P23","Down"
"Sirt2",0.00123641825409554,-0.361898175567947,0.817,0.856,1,"Sirt2","MFOL","P23","Down"
"Ezh1",0.00124524396862961,0.714576223463349,0.304,0.213,1,"Ezh1","MFOL","P23","Up"
"Tprn",0.00125064798688022,-0.230274425233878,0.856,0.884,1,"Tprn","MFOL","P23","Down"
"Zfp101",0.00126970396885555,-0.406204726379533,0.595,0.683,1,"Zfp101","MFOL","P23","Down"
"Plekhm2",0.00144158435483723,0.614848230648253,0.379,0.292,1,"Plekhm2","MFOL","P23","Up"
"Zfp740",0.00150545822304033,-0.353127400344502,0.578,0.683,1,"Zfp740","MFOL","P23","Down"
"St6gal1",0.0015245301897147,0.665712413873056,0.343,0.248,1,"St6gal1","MFOL","P23","Up"
"S1pr5",0.00157153939545031,-0.302756157204304,0.542,0.662,1,"S1pr5","MFOL","P23","Down"
"Usp54",0.00160332380657214,-0.196893527304699,0.954,0.968,1,"Usp54","MFOL","P23","Down"
"Nsdhl",0.00166581210493612,-0.602847294043572,0.258,0.37,1,"Nsdhl","MFOL","P23","Down"
"Ccp110",0.00166750474310542,0.186975513286315,0.98,0.984,1,"Ccp110","MFOL","P23","Up"
"Plekhg3",0.00169303284096055,0.298007419302557,0.886,0.845,1,"Plekhg3","MFOL","P23","Up"
"Grb14",0.00176354100434369,-0.405946505193206,0.307,0.435,1,"Grb14","MFOL","P23","Down"
"Ppp2r5b",0.0018113524031267,0.490525989272013,0.5,0.417,1,"Ppp2r5b","MFOL","P23","Up"
"Qki",0.0018139481065398,0.123034435044562,0.997,0.998,1,"Qki","MFOL","P23","Up"
"Tspan2",0.00184767462893069,0.171336460118691,0.987,0.998,1,"Tspan2","MFOL","P23","Up"
"Pcmtd2",0.00185626166910111,0.384688584863841,0.559,0.472,1,"Pcmtd2","MFOL","P23","Up"
"Sorl1",0.00194074174539709,0.43719946143391,0.598,0.521,1,"Sorl1","MFOL","P23","Up"
"Acox1",0.00200539602039838,0.432407729509103,0.539,0.472,1,"Acox1","MFOL","P23","Up"
"Col11a2",0.00202568318769544,0.35859091329482,0.69,0.644,1,"Col11a2","MFOL","P23","Up"
"Fdps",0.00205018013024729,-0.588114917194886,0.291,0.387,1,"Fdps","MFOL","P23","Down"
"Metap1d",0.00210001892371875,-0.314361034864493,0.611,0.718,1,"Metap1d","MFOL","P23","Down"
"Tmem132b",0.00220601801108235,0.700064797628497,0.337,0.243,1,"Tmem132b","MFOL","P23","Up"
"Ggct",0.0022345501159218,-0.585846255510167,0.212,0.317,1,"Ggct","MFOL","P23","Down"
"Ube2w",0.00224039501400714,-0.501207861624726,0.278,0.382,1,"Ube2w","MFOL","P23","Down"
"Atrn",0.00224229855953489,-0.268071181167601,0.706,0.785,1,"Atrn","MFOL","P23","Down"
"Epn2",0.00230426951463268,0.314659467935067,0.765,0.708,1,"Epn2","MFOL","P23","Up"
"Kif5c",0.0023613911082854,0.832952851955399,0.261,0.178,1,"Kif5c","MFOL","P23","Up"
"Pcdh11x",0.00238138562818153,-0.750645171314204,0.258,0.35,1,"Pcdh11x","MFOL","P23","Down"
"Adam9",0.00243896221842861,-0.450755019178882,0.408,0.516,1,"Adam9","MFOL","P23","Down"
"Srpk3",0.00257096223413276,0.439745988054787,0.611,0.562,1,"Srpk3","MFOL","P23","Up"
"Lrrn1",0.00259710501981831,-0.433157122504773,0.601,0.662,1,"Lrrn1","MFOL","P23","Down"
"Ikzf5",0.00259954709867264,-0.383890762711676,0.235,0.347,1,"Ikzf5","MFOL","P23","Down"
"Ech1",0.00262205370798887,-0.36762229989038,0.441,0.558,1,"Ech1","MFOL","P23","Down"
"Idi1",0.00269914261395959,-0.84930604010547,0.199,0.285,1,"Idi1","MFOL","P23","Down"
"Lman2",0.002742218493359,0.708606780500818,0.32,0.234,1,"Lman2","MFOL","P23","Up"
"Zfp60",0.00276111677249093,-0.802079446626777,0.193,0.289,1,"Zfp60","MFOL","P23","Down"
"Wnk1",0.00276302203644071,0.166716042694343,0.997,1,1,"Wnk1","MFOL","P23","Up"
"Ptma",0.00279772339637652,-0.594154110690144,0.206,0.306,1,"Ptma","MFOL","P23","Down"
"Jup",0.0028222718359409,-0.69448694798244,0.157,0.25,1,"Jup","MFOL","P23","Down"
"Srsf5",0.00283734161057085,-0.18237198532954,0.889,0.949,1,"Srsf5","MFOL","P23","Down"
"Rapgef3",0.00287022707609749,0.728395846951791,0.261,0.176,1,"Rapgef3","MFOL","P23","Up"
"Rint1",0.0028708604589039,-0.57790493818227,0.261,0.356,1,"Rint1","MFOL","P23","Down"
"Kit",0.00294129650325776,0.940001536067869,0.255,0.176,1,"Kit","MFOL","P23","Up"
"Dock10",0.00298576928906533,0.208157783332414,0.964,0.958,1,"Dock10","MFOL","P23","Up"
"Rhobtb3",0.00299272521463601,-0.473602331011501,0.369,0.47,1,"Rhobtb3","MFOL","P23","Down"
"Ppp1cc",0.00313959267302785,-0.703857318791864,0.19,0.287,1,"Ppp1cc","MFOL","P23","Down"
"Cdc42bpb",0.00316060281910626,0.298283123584787,0.663,0.588,1,"Cdc42bpb","MFOL","P23","Up"
"Txndc16",0.00321637304903708,-0.138393577609224,0.817,0.882,1,"Txndc16","MFOL","P23","Down"
"Aacs",0.00329777264303053,-0.619189749646776,0.288,0.384,1,"Aacs","MFOL","P23","Down"
"Mbp",0.00338928958470626,-0.0829290081884713,1,1,1,"Mbp","MFOL","P23","Down"
"Carm1",0.00351183196051463,0.635124357045126,0.265,0.188,1,"Carm1","MFOL","P23","Up"
"Ctbp1",0.00355411536242165,-0.377406748665958,0.467,0.56,1,"Ctbp1","MFOL","P23","Down"
"Dusp7",0.00357147409014935,-0.337562396352346,0.582,0.681,1,"Dusp7","MFOL","P23","Down"
"Rcan2",0.00364876837451534,-0.734112633526285,0.212,0.299,1,"Rcan2","MFOL","P23","Down"
"Fam53b",0.00365559322224218,0.228167331970177,0.905,0.889,1,"Fam53b","MFOL","P23","Up"
"Cxxc5",0.0036656122250247,-0.325921078455858,0.48,0.586,1,"Cxxc5","MFOL","P23","Down"
"Eeig1",0.00371128141919727,-0.293114443893538,0.676,0.755,1,"Eeig1","MFOL","P23","Down"
"Cers5",0.00374099214354572,-0.417770318311675,0.324,0.421,1,"Cers5","MFOL","P23","Down"
"Ric8a",0.00381212410022847,-0.431161057353494,0.386,0.484,1,"Ric8a","MFOL","P23","Down"
"Tma16",0.00381825417597616,0.930067606117719,0.255,0.174,1,"Tma16","MFOL","P23","Up"
"Mgat1",0.00395654132438409,-0.549150625343218,0.163,0.255,1,"Mgat1","MFOL","P23","Down"
"Clip2",0.00406316857136376,-0.351555409636683,0.575,0.664,1,"Clip2","MFOL","P23","Down"
"Gtf2a1",0.00414072599231721,-0.656446775332206,0.245,0.338,1,"Gtf2a1","MFOL","P23","Down"
"Glt8d1",0.00418831440112605,-0.29399979340345,0.745,0.838,1,"Glt8d1","MFOL","P23","Down"
"Ccser2",0.00419806864198369,0.392911340663505,0.552,0.477,1,"Ccser2","MFOL","P23","Up"
"Arl2",0.00427950345349494,-0.368954754670848,0.353,0.463,1,"Arl2","MFOL","P23","Down"
"Zdhhc9",0.0043416830183753,-0.34133451857078,0.634,0.715,1,"Zdhhc9","MFOL","P23","Down"
"Rassf8",0.00438147262060654,-0.280394638403675,0.516,0.653,1,"Rassf8","MFOL","P23","Down"
"Usp4",0.0044278827353156,-0.632056404537551,0.261,0.354,1,"Usp4","MFOL","P23","Down"
"Rhoq",0.00445823397000741,0.501513338036484,0.346,0.25,1,"Rhoq","MFOL","P23","Up"
"Mocs2",0.00447749532535058,0.599041892589529,0.32,0.236,1,"Mocs2","MFOL","P23","Up"
"Pde4dip",0.00454298224034314,0.341403789055048,0.69,0.63,1,"Pde4dip","MFOL","P23","Up"
"Pcf11",0.00455307044972561,-0.392684281976925,0.523,0.623,1,"Pcf11","MFOL","P23","Down"
"Tbc1d19",0.00460829085669161,-0.267756651683693,0.569,0.667,1,"Tbc1d19","MFOL","P23","Down"
"Arpc1b",0.00475686382970979,-0.51095293094552,0.314,0.421,1,"Arpc1b","MFOL","P23","Down"
"Tuba1a",0.00482620063459895,-0.283952042535329,0.67,0.752,1,"Tuba1a","MFOL","P23","Down"
"Ndst1",0.00490401111648535,0.552002729611296,0.363,0.278,1,"Ndst1","MFOL","P23","Up"
"BC005537",0.00502014763511847,-0.326729374210834,0.51,0.627,1,"BC005537","MFOL","P23","Down"
"Sgcb",0.00502569884184763,-0.442027574919437,0.402,0.505,1,"Sgcb","MFOL","P23","Down"
"Calm1",0.00510620645373062,-0.526952385409575,0.242,0.343,1,"Calm1","MFOL","P23","Down"
"Qdpr",0.00510717544796121,0.372595324746336,0.775,0.718,1,"Qdpr","MFOL","P23","Up"
"Dgkz",0.00516533192514748,0.448615849258353,0.477,0.396,1,"Dgkz","MFOL","P23","Up"
"Astn2",0.00521631106006481,0.726333240241456,0.252,0.176,1,"Astn2","MFOL","P23","Up"
"Lipa",0.00524560153624372,-0.36446800438258,0.363,0.47,1,"Lipa","MFOL","P23","Down"
"Prkd3",0.00536615933280197,-0.318524982610886,0.428,0.549,1,"Prkd3","MFOL","P23","Down"
"Ankrd10",0.00537918854290757,0.399077300997101,0.631,0.581,1,"Ankrd10","MFOL","P23","Up"
"Prpf39",0.00545959971081765,0.235187143452282,0.837,0.799,1,"Prpf39","MFOL","P23","Up"
"Map3k7",0.00554556396680456,0.491246514865412,0.34,0.25,1,"Map3k7","MFOL","P23","Up"
"Tkt",0.00556466445497253,-0.459536421657659,0.314,0.403,1,"Tkt","MFOL","P23","Down"
"Kdm3b",0.00560374212834755,-0.363907418715341,0.32,0.447,1,"Kdm3b","MFOL","P23","Down"
"Cdip1",0.00562823814768645,-0.311164202198158,0.647,0.75,1,"Cdip1","MFOL","P23","Down"
"Phf10",0.00576285923421128,-0.703737206095627,0.17,0.255,1,"Phf10","MFOL","P23","Down"
"Zwint",0.00579184337966799,0.501622296481049,0.363,0.278,1,"Zwint","MFOL","P23","Up"
"Atn1",0.00595621197466317,-0.344937976598817,0.314,0.421,1,"Atn1","MFOL","P23","Down"
"Med14",0.00595659776018814,0.513338001341091,0.448,0.361,1,"Med14","MFOL","P23","Up"
